clave_entidad,entidad,clave_municipio,municipio,poblacion
28,Tamaulipas,036,San Nicolás,926
28,Tamaulipas,037,Soto la Marina,23673
28,Tamaulipas,038,Tampico,297562
28,Tamaulipas,039,Tula,28230
28,Tamaulipas,040,Valle Hermoso,60055
28,Tamaulipas,041,Victoria,349688
28,Tamaulipas,042,Villagrán,5361
28,Tamaulipas,043,Xicoténcatl,22229
29,Tlaxcala,001,Amaxac de Guerrero,11403
29,Tlaxcala,002,Apetatitlán de Antonio Carvajal,16003
29,Tlaxcala,003,Atlangatepec,7087
29,Tlaxcala,004,Atltzayanca,18111
29,Tlaxcala,005,Apizaco,80725
29,Tlaxcala,006,Calpulalpan,51172
29,Tlaxcala,007,El Carmen Tequexquitla,17332
29,Tlaxcala,008,Cuapiaxtla,16222
29,Tlaxcala,009,Cuaxomulco,5928
29,Tlaxcala,010,Chiautempan,73215
29,Tlaxcala,011,Muñoz de Domingo Arenas,4755
29,Tlaxcala,012,Españita,9416
29,Tlaxcala,013,Huamantla,98764
29,Tlaxcala,014,Hueyotlipan,15190
29,Tlaxcala,015,Ixtacuixtla de Mariano Matamoros,38970
29,Tlaxcala,016,Ixtenco,7504
29,Tlaxcala,017,Mazatecochco de José María Morelos,11592
29,Tlaxcala,018,Contla de Juan Cuamatzi,38579
29,Tlaxcala,019,Tepetitla de Lardizábal,22274
29,Tlaxcala,020,Sanctórum de Lázaro Cárdenas,9432
29,Tlaxcala,021,Nanacamilpa de Mariano Arista,18686
29,Tlaxcala,022,Acuamanala de Miguel Hidalgo,6432
29,Tlaxcala,023,Natívitas,26309
29,Tlaxcala,024,Panotla,28357
29,Tlaxcala,025,San Pablo del Monte,82688
29,Tlaxcala,026,Santa Cruz Tlaxcala,24116
29,Tlaxcala,027,Tenancingo,12974
29,Tlaxcala,028,Teolocholco,25257
29,Tlaxcala,029,Tepeyanco,13328
29,Tlaxcala,030,Terrenate,15475
29,Tlaxcala,031,Tetla de la Solidaridad,35284
29,Tlaxcala,032,Tetlatlahuca,13561
29,Tlaxcala,033,Tlaxcala,99896
29,Tlaxcala,034,Tlaxco,45438
29,Tlaxcala,035,Tocatlán,6294
29,Tlaxcala,036,Totolac,22529
29,Tlaxcala,037,Ziltlaltépec de Trinidad Sánchez Santos,9207
29,Tlaxcala,038,Tzompantepec,18006
29,Tlaxcala,039,Xaloztoc,25607
29,Tlaxcala,040,Xaltocan,10601
29,Tlaxcala,041,Papalotla de Xicohténcatl,33499
29,Tlaxcala,042,Xicohtzinco,14197
29,Tlaxcala,043,Yauhquemehcan,42242
29,Tlaxcala,044,Zacatelco,45717
29,Tlaxcala,045,Benito Juárez,6211
29,Tlaxcala,046,Emiliano Zapata,4951
29,Tlaxcala,047,Lázaro Cárdenas,3534
29,Tlaxcala,048,La Magdalena Tlaltelulco,19036
29,Tlaxcala,049,San Damián Texóloc,5884
29,Tlaxcala,050,San Francisco Tetlanohcan,11761
29,Tlaxcala,051,San Jerónimo Zacualpan,4092
29,Tlaxcala,052,San José Teacalco,6436
29,Tlaxcala,053,San Juan Huactzinco,7688
29,Tlaxcala,054,San Lorenzo Axocomanitla,5689
29,Tlaxcala,055,San Lucas Tecopilco,3077
29,Tlaxcala,056,Santa Ana Nopalucan,7952
29,Tlaxcala,057,Santa Apolonia Teacalco,4636
29,Tlaxcala,058,Santa Catarina Ayometla,9463
29,Tlaxcala,059,Santa Cruz Quilehtla,7750
29,Tlaxcala,060,Santa Isabel Xiloxoxtla,5443
30,Veracruz,001,Acajete,9701
30,Veracruz,002,Acatlán,3441
30,Veracruz,003,Acayucan,80815
30,Veracruz,004,Actopan,41742
30,Veracruz,005,Acula,5253
30,Veracruz,006,Acultzingo,23100
30,Veracruz,007,Camarón de Tejeda,6538
30,Veracruz,008,Alpatláhuac,10338
30,Veracruz,009,Alto Lucero de Gutiérrez Barrios,28184
30,Veracruz,010,Altotonga,64234
30,Veracruz,011,Alvarado,57035
30,Veracruz,012,Amatitlán,7866
30,Veracruz,013,Naranjos Amatlán,26843
30,Veracruz,014,Amatlán de los Reyes,46955
30,Veracruz,015,Angel R. Cabada,33839
30,Veracruz,016,La Antigua,28682
30,Veracruz,017,Apazapan,4709
30,Veracruz,018,Aquila,1978
30,Veracruz,019,Astacinga,6909
30,Veracruz,020,Atlahuilco,11577
30,Veracruz,021,Atoyac,23461
30,Veracruz,022,Atzacan,22651
30,Veracruz,023,Atzalan,49180
30,Veracruz,024,Tlaltetela,16485
30,Veracruz,025,Ayahualulco,27217
30,Veracruz,026,Banderilla,25993
30,Veracruz,027,Benito Juárez,16120
30,Veracruz,028,Boca del Río,144550
30,Veracruz,029,Calcahualco,13701
30,Veracruz,030,Camerino Z. Mendoza,41835
30,Veracruz,031,Carrillo Puerto,18888
30,Veracruz,032,Catemaco,49451
30,Veracruz,033,Cazones de Herrera,24421
30,Veracruz,034,Cerro Azul,25011
30,Veracruz,035,Citlaltépetl,11165
30,Veracruz,036,Coacoatzintla,11018
30,Veracruz,037,Coahuitlán,8176
30,Veracruz,038,Coatepec,93911
30,Veracruz,039,Coatzacoalcos,310698
30,Veracruz,040,Coatzintla,55016
30,Veracruz,041,Coetzala,2355
30,Veracruz,042,Colipa,5743
30,Veracruz,043,Comapa,19876
30,Veracruz,044,Córdoba,204721
30,Veracruz,045,Cosamaloapan de Carpio,54737
30,Veracruz,046,Cosautlán de Carvajal,16167
30,Veracruz,047,Coscomatepec,59471
30,Veracruz,048,Cosoleacaque,130903
30,Veracruz,049,Cotaxtla,22050
30,Veracruz,050,Coxquihui,16333
30,Veracruz,051,Coyutla,23096
30,Veracruz,052,Cuichapa,11869
30,Veracruz,053,Cuitláhuac,28075
30,Veracruz,054,Chacaltianguis,11461
30,Veracruz,055,Chalma,13527
30,Veracruz,056,Chiconamel,6610
30,Veracruz,057,Chiconquiaco,13881
30,Veracruz,058,Chicontepec,53858
30,Veracruz,059,Chinameca,22638
30,Veracruz,060,Chinampa de Gorostiza,16283
30,Veracruz,061,Las Choapas,81080
30,Veracruz,062,Chocamán,20839
30,Veracruz,063,Chontla,13359
30,Veracruz,064,Chumatlán,4008
30,Veracruz,065,Emiliano Zapata,85489
30,Veracruz,066,Espinal,26830
30,Veracruz,067,Filomeno Mata,19179
30,Veracruz,068,Fortín,66372
30,Veracruz,069,Gutiérrez Zamora,24085
30,Veracruz,070,Hidalgotitlán,18275
30,Veracruz,071,Huatusco,59920
30,Veracruz,072,Huayacocotla,21796
30,Veracruz,073,Hueyapan de Ocampo,41670
30,Veracruz,074,Huiloapan de Cuauhtémoc,7293
30,Veracruz,075,Ignacio de la Llave,16525
30,Veracruz,076,Ilamatlán,13377
30,Veracruz,077,Isla,42807
30,Veracruz,078,Ixcatepec,12379
30,Veracruz,079,Ixhuacán de los Reyes,11387
30,Veracruz,080,Ixhuatlán del Café,23132
30,Veracruz,081,Ixhuatlancillo,27295
30,Veracruz,082,Ixhuatlán del Sureste,15831
30,Veracruz,083,Ixhuatlán de Madero,50836
30,Veracruz,084,Ixmatlahuacan,5574
30,Veracruz,085,Ixtaczoquitlán,74004
30,Veracruz,086,Jalacingo,46794
30,Veracruz,087,Xalapa,488531
30,Veracruz,088,Jalcomulco,5054
30,Veracruz,089,Jáltipan,38669
30,Veracruz,090,Jamapa,11132
30,Veracruz,091,Jesús Carranza,28524
30,Veracruz,092,Xico,39623
30,Veracruz,093,Jilotepec,16585
30,Veracruz,094,Juan Rodríguez Clara,38367
30,Veracruz,095,Juchique de Ferrer,15059
30,Veracruz,096,Landero y Coss,1543
30,Veracruz,097,Lerdo de Tejada,19123
30,Veracruz,098,Magdalena,3299
30,Veracruz,099,Maltrata,18327
30,Veracruz,100,Manlio Fabio Altamirano,23918
30,Veracruz,101,Mariano Escobedo,38670
30,Veracruz,102,Martínez de la Torre,108842
30,Veracruz,103,Mecatlán,12799
30,Veracruz,104,Mecayapan,17134
30,Veracruz,105,Medellín de Bravo,95202
30,Veracruz,106,Miahuatlán,4841
30,Veracruz,107,Las Minas,2934
30,Veracruz,108,Minatitlán,144776
30,Veracruz,109,Misantla,65761
30,Veracruz,110,Mixtla de Altamirano,12125
30,Veracruz,111,Moloacán,16493
30,Veracruz,112,Naolinco,22835
30,Veracruz,113,Naranjal,4614
30,Veracruz,114,Nautla,10130
30,Veracruz,115,Nogales,37314
30,Veracruz,116,Oluta,17027
30,Veracruz,117,Omealca,23773
30,Veracruz,118,Orizaba,123182
30,Veracruz,119,Otatitlán,5651
30,Veracruz,120,Oteapan,10343
30,Veracruz,121,Ozuluama de Mascareñas,22756
30,Veracruz,122,Pajapan,18051
30,Veracruz,123,Pánuco,96185
30,Veracruz,124,Papantla,159910
30,Veracruz,125,Paso del Macho,31894
30,Veracruz,126,Paso de Ovejas,33442
30,Veracruz,127,La Perla,28258
30,Veracruz,128,Perote,77432
30,Veracruz,129,Platón Sánchez,18053
30,Veracruz,130,Playa Vicente,39327
30,Veracruz,131,Poza Rica de Hidalgo,189457
30,Veracruz,132,Las Vigas de Ramírez,20300
30,Veracruz,133,Pueblo Viejo,57909
30,Veracruz,134,Puente Nacional,23544
30,Veracruz,135,Rafael Delgado,24127
30,Veracruz,136,Rafael Lucio,8343
30,Veracruz,137,Los Reyes,6308
30,Veracruz,138,Río Blanco,41795
30,Veracruz,139,Saltabarranca,6126
30,Veracruz,140,San Andrés Tenejapan,3134
30,Veracruz,141,San Andrés Tuxtla,162428
30,Veracruz,142,San Juan Evangelista,32631
30,Veracruz,143,Santiago Tuxtla,57085
30,Veracruz,144,Sayula de Alemán,32400
30,Veracruz,145,Soconusco,16574
30,Veracruz,146,Sochiapa,3925
30,Veracruz,147,Soledad Atzompa,24578
30,Veracruz,148,Soledad de Doblado,28130
30,Veracruz,149,Soteapan,34385
30,Veracruz,150,Tamalín,11631
30,Veracruz,151,Tamiahua,21902
30,Veracruz,152,Tampico Alto,11561
30,Veracruz,153,Tancoco,5795
30,Veracruz,154,Tantima,11991
30,Veracruz,155,Tantoyuca,99959
30,Veracruz,156,Tatatila,6041
30,Veracruz,157,Castillo de Teayo,20145
30,Veracruz,158,Tecolutla,24551
30,Veracruz,159,Tehuipango,29686
30,Veracruz,160,Álamo Temapache,107270
30,Veracruz,161,Tempoal,34408
30,Veracruz,162,Tenampa,6448
30,Veracruz,163,Tenochtitlán,5040
30,Veracruz,164,Teocelo,16957
30,Veracruz,165,Tepatlaxco,8925
30,Veracruz,166,Tepetlán,9405
30,Veracruz,167,Tepetzintla,14619
30,Veracruz,168,Tequila,16343
30,Veracruz,169,José Azueta,22709
30,Veracruz,170,Texcatepec,10824
30,Veracruz,171,Texhuacán,5575
30,Veracruz,172,Texistepec,19925
30,Veracruz,173,Tezonapa,54537
30,Veracruz,174,Tierra Blanca,95602
30,Veracruz,175,Tihuatlán,92726
30,Veracruz,176,Tlacojalpan,4489
30,Veracruz,177,Tlacolulan,11685
30,Veracruz,178,Tlacotalpan,12898
30,Veracruz,179,Tlacotepec de Mejía,4284
30,Veracruz,180,Tlachichilco,10900
30,Veracruz,181,Tlalixcoyan,37795
30,Veracruz,182,Tlalnelhuayocan,19664
30,Veracruz,183,Tlapacoyan,61377
30,Veracruz,184,Tlaquilpa,7933
30,Veracruz,185,Tlilapan,5548
30,Veracruz,186,Tomatlán,7197
30,Veracruz,187,Tonayán,6105
30,Veracruz,188,Totutla,17217
30,Veracruz,189,Tuxpan,154600
30,Veracruz,190,Tuxtilla,2258
30,Veracruz,191,Ursulo Galván,30097
30,Veracruz,192,Vega de Alatorre,20204
30,Veracruz,193,Veracruz,607209
30,Veracruz,194,Villa Aldama,12492
30,Veracruz,195,Xoxocotla,5900
30,Veracruz,196,Yanga,17902
30,Veracruz,197,Yecuatla,11205
30,Veracruz,198,Zacualpan,6788
30,Veracruz,199,Zaragoza,11899
30,Veracruz,200,Zentla,12581
30,Veracruz,201,Zongolica,45028
30,Veracruz,202,Zontecomatlán de López y Fuentes,14644
30,Veracruz,203,Zozocolco de Hidalgo,14524
30,Veracruz,204,Agua Dulce,44104
30,Veracruz,205,El Higo,19402
30,Veracruz,206,Nanchital de Lázaro Cárdenas del Río,29209
30,Veracruz,207,Tres Valles,44978
30,Veracruz,208,Carlos A. Carrillo,23376
30,Veracruz,209,Tatahuicapan de Juárez,15044
30,Veracruz,210,Uxpanapa,30891
30,Veracruz,211,San Rafael,30351
30,Veracruz,212,Santiago Sochiapan,13062
31,Yucatán,001,Abalá,6550
31,Yucatán,002,Acanceh,16772
31,Yucatán,003,Akil,12285
31,Yucatán,004,Baca,6195
31,Yucatán,005,Bokobá,2167
31,Yucatán,006,Buctzotz,9159
31,Yucatán,007,Cacalchén,7490
31,Yucatán,008,Calotmul,3949
31,Yucatán,009,Cansahcab,4466
31,Yucatán,010,Cantamayec,2755
31,Yucatán,011,Celestún,8389
31,Yucatán,012,Cenotillo,3736
31,Yucatán,013,Conkal,16671
31,Yucatán,014,Cuncunul,1714
31,Yucatán,015,Cuzamá,5560
31,Yucatán,016,Chacsinkín,3104
31,Yucatán,017,Chankom,4686
31,Yucatán,018,Chapab,3385
31,Yucatán,019,Chemax,38934
31,Yucatán,020,Chicxulub Pueblo,4497
31,Yucatán,021,Chichimilá,9406
31,Yucatán,022,Chikindzonot,4363
31,Yucatán,023,Chocholá,4863
31,Yucatán,024,Chumayel,3244
31,Yucatán,025,Dzán,6003
31,Yucatán,026,Dzemul,3622
31,Yucatán,027,Dzidzantún,8345
31,Yucatán,028,Dzilam de Bravo,2936
31,Yucatán,029,Dzilam González,6240
31,Yucatán,030,Dzitás,4015
31,Yucatán,031,Dzoncauich,2818
31,Yucatán,032,Espita,16779
31,Yucatán,033,Halachó,21255
31,Yucatán,034,Hocabá,6514
31,Yucatán,035,Hoctún,6384
31,Yucatán,036,Homún,8090
31,Yucatán,037,Huhí,5250
31,Yucatán,038,Hunucmá,35137
31,Yucatán,039,Ixil,4186
31,Yucatán,040,Izamal,28555
31,Yucatán,041,Kanasín,141939
31,Yucatán,042,Kantunil,5553
31,Yucatán,043,Kaua,3405
31,Yucatán,044,Kinchil,7530
31,Yucatán,045,Kopomá,2677
31,Yucatán,046,Mama,3296
31,Yucatán,047,Maní,5968
31,Yucatán,048,Maxcanú,23991
31,Yucatán,049,Mayapán,3965
31,Yucatán,050,Mérida,995129
31,Yucatán,051,Mocochá,3430
31,Yucatán,052,Motul,37804
31,Yucatán,053,Muna,13494
31,Yucatán,054,Muxupip,2990
31,Yucatán,055,Opichén,7080
31,Yucatán,056,Oxkutzcab,33854
31,Yucatán,057,Panabá,7766
31,Yucatán,058,Peto,25954
31,Yucatán,059,Progreso,66008
31,Yucatán,060,Quintana Roo,976
31,Yucatán,061,Río Lagartos,3974
31,Yucatán,062,Sacalum,4962
31,Yucatán,063,Samahil,5631
31,Yucatán,064,Sanahcat,1701
31,Yucatán,065,San Felipe,2118
31,Yucatán,066,Santa Elena,4220
31,Yucatán,067,Seyé,10053
31,Yucatán,068,Sinanché,3206
31,Yucatán,069,Sotuta,8967
31,Yucatán,070,Sucilá,3971
31,Yucatán,071,Sudzal,1949
31,Yucatán,072,Suma,1857
31,Yucatán,073,Tahdziú,5854
31,Yucatán,074,Tahmek,3774
31,Yucatán,075,Teabo,6921
31,Yucatán,076,Tecoh,17939
31,Yucatán,077,Tekal de Venegas,2683
31,Yucatán,078,Tekantó,3747
31,Yucatán,079,Tekax,45062
31,Yucatán,080,Tekit,11020
31,Yucatán,081,Tekom,3355
31,Yucatán,082,Telchac Pueblo,3512
31,Yucatán,083,Telchac Puerto,1915
31,Yucatán,084,Temax,7037
31,Yucatán,085,Temozón,16680
31,Yucatán,086,Tepakán,2133
31,Yucatán,087,Tetiz,5464
31,Yucatán,088,Teya,1917
31,Yucatán,089,Ticul,40495
31,Yucatán,090,Timucuy,7503
31,Yucatán,091,Tinum,12700
31,Yucatán,092,Tixcacalcupul,7888
31,Yucatán,093,Tixkokob,18420
31,Yucatán,094,Tixmehuac,5444
31,Yucatán,095,Tixpéhual,5690
31,Yucatán,096,Tizimín,80672
31,Yucatán,097,Tunkás,3684
31,Yucatán,098,Tzucacab,15346
31,Yucatán,099,Uayma,4191
31,Yucatán,100,Ucú,4049
31,Yucatán,101,Umán,69147
31,Yucatán,102,Valladolid,85460
31,Yucatán,103,Xocchel,3451
31,Yucatán,104,Yaxcabá,16350
31,Yucatán,105,Yaxkukul,3293
31,Yucatán,106,Yobaín,2215
32,Zacatecas,001,Apozol,6260
32,Zacatecas,002,Apulco,4942
32,Zacatecas,003,Atolinga,2277
32,Zacatecas,004,Benito Juárez,4493
32,Zacatecas,005,Calera,45759
32,Zacatecas,006,Cañitas de Felipe Pescador,8255
32,Zacatecas,007,Concepción del Oro,12115
32,Zacatecas,008,Cuauhtémoc,13466
32,Zacatecas,009,Chalchihuites,10086
32,Zacatecas,010,Fresnillo,240532
32,Zacatecas,011,Trinidad García de la Cadena,3362
32,Zacatecas,012,Genaro Codina,8168
32,Zacatecas,013,General Enrique Estrada,6644
32,Zacatecas,014,General Francisco R. Murguía,20191
32,Zacatecas,015,El Plateado de Joaquín Amaro,1579
32,Zacatecas,016,General Pánfilo Natera,23526
32,Zacatecas,017,Guadalupe,211740
32,Zacatecas,018,Huanusco,4547
32,Zacatecas,019,Jalpa,25296
32,Zacatecas,020,Jerez,59910
32,Zacatecas,021,Jiménez del Teul,4465
32,Zacatecas,022,Juan Aldama,19749
32,Zacatecas,023,Juchipila,12251
32,Zacatecas,024,Loreto,53709
32,Zacatecas,025,Luis Moya,13184
32,Zacatecas,026,Mazapil,17774
32,Zacatecas,027,Melchor Ocampo,2736
32,Zacatecas,028,Mezquital del Oro,2451
32,Zacatecas,029,Miguel Auza,23713
32,Zacatecas,030,Momax,2446
32,Zacatecas,031,Monte Escobedo,8683
32,Zacatecas,032,Morelos,13207
32,Zacatecas,033,Moyahua de Estrada,4530
32,Zacatecas,034,Nochistlán de Mejía,27945
32,Zacatecas,035,Noria de Ángeles,16284
32,Zacatecas,036,Ojocaliente,44144
32,Zacatecas,037,Pánuco,17577
32,Zacatecas,038,Pinos,72241
32,Zacatecas,039,Río Grande,64535
32,Zacatecas,040,Sain Alto,21844
32,Zacatecas,041,El Salvador,2509
32,Zacatecas,042,Sombrerete,63665
32,Zacatecas,043,Susticacán,1365
32,Zacatecas,044,Tabasco,16588
32,Zacatecas,045,Tepechitlán,8321
32,Zacatecas,046,Tepetongo,6490
32,Zacatecas,047,Teúl de González Ortega,5356
32,Zacatecas,048,Tlaltenango de Sánchez Román,27302
32,Zacatecas,049,Valparaíso,32461
32,Zacatecas,050,Vetagrande,10276
32,Zacatecas,051,Villa de Cos,34623
32,Zacatecas,052,Villa García,19525
32,Zacatecas,053,Villa González Ortega,13208
32,Zacatecas,054,Villa Hidalgo,19446
32,Zacatecas,055,Villanueva,31558
32,Zacatecas,056,Zacatecas,149607
32,Zacatecas,057,Trancoso,20455
32,Zacatecas,058,Santa María de la Paz,2767
